#         t          x          y          z         vx         vy         vz
     98.360    -61.415   -341.101   -225.038    -47.604     70.263      9.497
     98.370    -61.890   -340.397   -224.942    -47.541     70.609      9.725
     98.380    -62.365   -339.689   -224.843    -47.478     70.955      9.954
     98.390    -62.840   -338.978   -224.743    -47.414     71.302     10.183
     98.400    -63.314   -338.263   -224.640    -47.349     71.650     10.414
     98.410    -63.787   -337.545   -224.534    -47.284     71.998     10.645
     98.420    -64.259   -336.823   -224.427    -47.217     72.347     10.876
     98.430    -64.731   -336.098   -224.317    -47.150     72.696     11.109
     98.440    -65.202   -335.369   -224.205    -47.083     73.046     11.342
     98.450    -65.673   -334.637   -224.090    -47.014     73.397     11.577
     98.460    -66.143   -333.901   -223.973    -46.945     73.748     11.812
     98.470    -66.612   -333.162   -223.854    -46.875     74.100     12.048
     98.480    -67.080   -332.419   -223.732    -46.804     74.453     12.284
     98.490    -67.548   -331.673   -223.608    -46.732     74.806     12.522
     98.500    -68.015   -330.923   -223.482    -46.660     75.160     12.760
     98.510    -68.481   -330.170   -223.353    -46.587     75.514     13.000
     98.520    -68.947   -329.413   -223.222    -46.513     75.869     13.240
     98.530    -69.411   -328.652   -223.088    -46.438     76.225     13.481
     98.540    -69.875   -327.888   -222.952    -46.362     76.582     13.722
     98.550    -70.339   -327.121   -222.814    -46.286     76.939     13.965
     98.560    -70.801   -326.350   -222.673    -46.209     77.297     14.209
     98.570    -71.263   -325.575   -222.529    -46.131     77.655     14.453
     98.580    -71.724   -324.797   -222.384    -46.052     78.015     14.698
     98.590    -72.184   -324.015   -222.235    -45.972     78.375     14.945
     98.600    -72.643   -323.229   -222.085    -45.891     78.735     15.192
     98.610    -73.102   -322.440   -221.932    -45.809     79.097     15.440
     98.620    -73.559   -321.647   -221.776    -45.727     79.459     15.689
     98.630    -74.016   -320.851   -221.618    -45.644     79.822     15.939
     98.640    -74.472   -320.051   -221.457    -45.559     80.185     16.190
     98.650    -74.927   -319.247   -221.294    -45.474     80.549     16.442
     98.660    -75.382   -318.440   -221.128    -45.388     80.914     16.695
     98.670    -75.835   -317.629   -220.960    -45.301     81.280     16.948
     98.680    -76.288   -316.814   -220.789    -45.213     81.647     17.203
     98.690    -76.739   -315.996   -220.616    -45.125     82.014     17.459
     98.700    -77.190   -315.174   -220.440    -45.035     82.382     17.716
     98.710    -77.640   -314.348   -220.262    -44.944     82.751     17.974
     98.720    -78.089   -313.519   -220.081    -44.852     83.121     18.232
     98.730    -78.537   -312.686   -219.897    -44.760     83.491     18.492
     98.740    -78.984   -311.849   -219.711    -44.666     83.862     18.753
     98.750    -79.430   -311.008   -219.522    -44.572     84.234     19.015
     98.760    -79.876   -310.164   -219.331    -44.476     84.607     19.278
     98.770    -80.320   -309.316   -219.136    -44.379     84.981     19.542
     98.780    -80.763   -308.465   -218.940    -44.282     85.355     19.807
     98.790    -81.205   -307.609   -218.740    -44.183     85.730     20.073
     98.800    -81.647   -306.750   -218.538    -44.083     86.106     20.340
     98.810    -82.087   -305.887   -218.334    -43.983     86.483     20.609
     98.820    -82.526   -305.020   -218.126    -43.881     86.861     20.878
     98.830    -82.965   -304.150   -217.916    -43.778     87.240     21.149
     98.840    -83.402   -303.276   -217.703    -43.674     87.619     21.420
     98.850    -83.838   -302.397   -217.488    -43.569     88.000     21.693
     98.860    -84.273   -301.516   -217.269    -43.463     88.381     21.967
     98.870    -84.707   -300.630   -217.048    -43.356     88.763     22.242
     98.880    -85.140   -299.740   -216.824    -43.247     89.146     22.519
     98.890    -85.572   -298.847   -216.598    -43.138     89.530     22.796
     98.900    -86.003   -297.950   -216.368    -43.027     89.915     23.075
     98.910    -86.433   -297.049   -216.136    -42.915     90.300     23.355
     98.920    -86.862   -296.144   -215.901    -42.802     90.687     23.636
     98.930    -87.289   -295.235   -215.664    -42.688     91.075     23.918
     98.940    -87.715   -294.322   -215.423    -42.573     91.463     24.202
     98.950    -88.140   -293.406   -215.180    -42.456     91.852     24.487
     98.960    -88.564   -292.485   -214.933    -42.339     92.243     24.773
     98.970    -88.987   -291.561   -214.684    -42.220     92.634     25.060
     98.980    -89.409   -290.632   -214.432    -42.100     93.026     25.349
     98.990    -89.829   -289.700   -214.177    -41.978     93.420     25.639
     99.000    -90.248   -288.764   -213.919    -41.855     93.814     25.930
     99.010    -90.666   -287.824   -213.659    -41.731     94.209     26.222
     99.020    -91.083   -286.880   -213.395    -41.606     94.605     26.516
     99.030    -91.498   -285.932   -213.128    -41.479     95.003     26.812
     99.040    -91.913   -284.980   -212.859    -41.351     95.401     27.108
     99.050    -92.325   -284.024   -212.586    -41.222     95.800     27.406
     99.060    -92.737   -283.064   -212.310    -41.092     96.201     27.706
     99.070    -93.147   -282.100   -212.032    -40.960     96.602     28.007
     99.080    -93.556   -281.132   -211.750    -40.826     97.004     28.309
     99.090    -93.964   -280.160   -211.466    -40.691     97.408     28.612
     99.100    -94.370   -279.184   -211.178    -40.555     97.812     28.918
     99.110    -94.775   -278.203   -210.887    -40.418     98.218     29.224
     99.120    -95.178   -277.219   -210.594    -40.278     98.624     29.532
     99.130    -95.580   -276.231   -210.297    -40.138     99.032     29.842
     99.140    -95.981   -275.239   -209.997    -39.996     99.441     30.153
     99.150    -96.380   -274.242   -209.694    -39.852     99.851     30.465
     99.160    -96.778   -273.242   -209.387    -39.707    100.262     30.779
     99.170    -97.174   -272.237   -209.078    -39.561    100.674     31.095
     99.180    -97.569   -271.228   -208.765    -39.413    101.087     31.412
     99.190    -97.963   -270.215   -208.450    -39.263    101.502     31.731
     99.200    -98.355   -269.198   -208.131    -39.112    101.918     32.051
     99.210    -98.745   -268.177   -207.809    -38.959    102.334     32.373
     99.220    -99.134   -267.151   -207.483    -38.804    102.752     32.697
     99.230    -99.521   -266.122   -207.155    -38.648    103.171     33.022
     99.240    -99.907   -265.088   -206.823    -38.491    103.592     33.349
     99.250   -100.291   -264.050   -206.488    -38.331    104.013     33.678
     99.260   -100.673   -263.008   -206.149    -38.170    104.436     34.008
     99.270   -101.054   -261.961   -205.808    -38.007    104.860     34.340
     99.280   -101.433   -260.910   -205.463    -37.842    105.285     34.674
     99.290   -101.811   -259.855   -205.114    -37.676    105.711     35.010
     99.300   -102.187   -258.796   -204.762    -37.508    106.139     35.347
     99.310   -102.561   -257.733   -204.407    -37.338    106.568     35.686
     99.320   -102.934   -256.665   -204.049    -37.166    106.998     36.027
     99.330   -103.305   -255.593   -203.687    -36.992    107.430     36.370
     99.340   -103.674   -254.516   -203.321    -36.817    107.862     36.715
     99.350   -104.041   -253.435   -202.952    -36.639    108.296     37.061
     99.360   -104.406   -252.350   -202.580    -36.460    108.732     37.409
     99.370   -104.770   -251.261   -202.204    -36.278    109.168     37.760
     99.380   -105.132   -250.167   -201.825    -36.095    109.606     38.112
     99.390   -105.492   -249.069   -201.442    -35.910    110.046     38.466
     99.400   -105.850   -247.966   -201.055    -35.722    110.486     38.822
     99.410   -106.206   -246.859   -200.665    -35.533    110.928     39.181
     99.420   -106.561   -245.747   -200.272    -35.341    111.372     39.541
     99.430   -106.913   -244.631   -199.875    -35.148    111.816     39.903
     99.440   -107.264   -243.511   -199.474    -34.952    112.263     40.267
     99.450   -107.612   -242.386   -199.069    -34.754    112.710     40.634
     99.460   -107.959   -241.257   -198.661    -34.554    113.159     41.002
     99.470   -108.303   -240.123   -198.249    -34.351    113.610     41.373
     99.480   -108.646   -238.985   -197.834    -34.147    114.062     41.746
     99.490   -108.986   -237.842   -197.414    -33.940    114.515     42.121
     99.500   -109.325   -236.694   -196.991    -33.731    114.970     42.498
     99.510   -109.661   -235.542   -196.564    -33.519    115.426     42.878
     99.520   -109.995   -234.386   -196.134    -33.305    115.884     43.259
     99.530   -110.327   -233.225   -195.699    -33.089    116.343     43.643
     99.540   -110.657   -232.059   -195.261    -32.870    116.804     44.030
     99.550   -110.984   -230.889   -194.818    -32.649    117.266     44.419
     99.560   -111.310   -229.714   -194.372    -32.425    117.730     44.810
     99.570   -111.633   -228.534   -193.922    -32.198    118.195     45.203
     99.580   -111.954   -227.350   -193.468    -31.970    118.662     45.599
     99.590   -112.272   -226.161   -193.010    -31.738    119.130     45.997
     99.600   -112.588   -224.967   -192.548    -31.504    119.600     46.398
     99.610   -112.902   -223.769   -192.082    -31.267    120.072     46.802
     99.620   -113.214   -222.566   -191.612    -31.027    120.545     47.208
     99.630   -113.523   -221.358   -191.138    -30.784    121.020     47.616
     99.640   -113.829   -220.145   -190.660    -30.539    121.496     48.027
     99.650   -114.133   -218.928   -190.178    -30.291    121.974     48.441
     99.660   -114.435   -217.706   -189.691    -30.040    122.454     48.858
     99.670   -114.734   -216.479   -189.200    -29.786    122.935     49.277
     99.680   -115.031   -215.247   -188.706    -29.529    123.418     49.699
     99.690   -115.325   -214.010   -188.206    -29.269    123.903     50.124
     99.700   -115.616   -212.769   -187.703    -29.005    124.389     50.551
     99.710   -115.905   -211.523   -187.195    -28.739    124.878     50.982
     99.720   -116.191   -210.271   -186.683    -28.469    125.367     51.415
     99.730   -116.474   -209.015   -186.167    -28.197    125.859     51.851
     99.740   -116.755   -207.754   -185.646    -27.921    126.352     52.290
     99.750   -117.033   -206.488   -185.121    -27.641    126.847     52.732
     99.760   -117.308   -205.217   -184.592    -27.358    127.344     53.178
     99.770   -117.580   -203.941   -184.058    -27.072    127.843     53.626
     99.780   -117.849   -202.660   -183.519    -26.782    128.343     54.077
     99.790   -118.115   -201.375   -182.976    -26.489    128.845     54.532
     99.800   -118.379   -200.084   -182.429    -26.192    129.349     54.990
     99.810   -118.639   -198.788   -181.876    -25.892    129.855     55.451
     99.820   -118.897   -197.486   -181.319    -25.587    130.363     55.915
     99.830   -119.151   -196.180   -180.758    -25.279    130.872     56.382
     99.840   -119.402   -194.869   -180.192    -24.967    131.384     56.853
     99.850   -119.650   -193.553   -179.621    -24.652    131.897     57.328
     99.860   -119.895   -192.231   -179.045    -24.332    132.412     57.806
     99.870   -120.137   -190.904   -178.465    -24.008    132.929     58.287
     99.880   -120.375   -189.572   -177.879    -23.680    133.448     58.772
     99.890   -120.611   -188.235   -177.289    -23.348    133.969     59.261
     99.900   -120.842   -186.893   -176.694    -23.011    134.492     59.753
